period,product,market,speed,bundle,package,packageType,price,price_market_speed_bundle_package_packageType
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,249.89,"400 Markets_400.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,400 Markets,400.0,2P,,PROMOTION:Visa Gift Card,-200.0,400 Markets_400.0_2P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,400 Markets,400.0,3P,,PROMOTION:Visa Gift Card,-200.0,400 Markets_400.0_3P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,100.0,1P,OOL,,64.95,Gig Market_100.0_1P_OOL_
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"OOL, OV",,59.900000000000006,"Gig Market_100.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Business Basic,90.9,"Gig Market_100.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Business Choice,103.94,"Gig Market_100.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Business Value,143.85000000000002,"Gig Market_100.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Business Preferred,163.8,"Gig Market_100.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Entertainment Basic,90.94,"Gig Market_100.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Entertainment Value,129.94,"Gig Market_100.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,100.0,2P,"VIDEO, OOL",Entertainment Preferred,139.94,"Gig Market_100.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Business Basic,105.85000000000001,"Gig Market_100.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Business Choice,118.89000000000001,"Gig Market_100.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Business Value,158.8,"Gig Market_100.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Business Preferred,178.75,"Gig Market_100.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Entertainment Basic,105.89000000000001,"Gig Market_100.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Entertainment Value,144.89,"Gig Market_100.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,100.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,154.89,"Gig Market_100.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,300.0,1P,OOL,,104.94999999999999,Gig Market_300.0_1P_OOL_
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"OOL, OV",,99.89999999999999,"Gig Market_300.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Business Basic,130.89999999999998,"Gig Market_300.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Business Choice,143.93999999999997,"Gig Market_300.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Business Value,183.84999999999997,"Gig Market_300.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Business Preferred,203.79999999999995,"Gig Market_300.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Entertainment Basic,130.93999999999997,"Gig Market_300.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Entertainment Value,169.93999999999997,"Gig Market_300.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,"VIDEO, OOL",Entertainment Preferred,179.93999999999997,"Gig Market_300.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Business Basic,145.84999999999997,"Gig Market_300.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Business Choice,158.88999999999996,"Gig Market_300.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Business Value,198.79999999999995,"Gig Market_300.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Business Preferred,218.74999999999994,"Gig Market_300.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Entertainment Basic,145.88999999999996,"Gig Market_300.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Entertainment Value,184.88999999999996,"Gig Market_300.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,194.88999999999996,"Gig Market_300.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,,PROMOTION: AMEX Gift Card,,Gig Market_300.0_2P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,,PROMOTION: AMEX Gift Card,,Gig Market_300.0_3P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,,PROMOTION: Amazon Gift Card,,Gig Market_300.0_2P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,,PROMOTION: Amazon Gift Card,,Gig Market_300.0_3P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,,PROMOTION:Visa Gift Card,-100.0,Gig Market_300.0_2P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,,PROMOTION:Visa Gift Card,-100.0,Gig Market_300.0_3P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,300.0,2P,,PROMOTION: Business Premier Protection & Support,,Gig Market_300.0_2P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Gig Market,300.0,3P,,PROMOTION: Business Premier Protection & Support,,Gig Market_300.0_3P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Gig Market,500.0,1P,OOL,,159.95,Gig Market_500.0_1P_OOL_
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"OOL, OV",,154.89999999999998,"Gig Market_500.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Business Basic,185.89999999999998,"Gig Market_500.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Business Choice,198.94,"Gig Market_500.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Business Value,238.85,"Gig Market_500.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Business Preferred,258.79999999999995,"Gig Market_500.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Entertainment Basic,185.94,"Gig Market_500.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Entertainment Value,224.94,"Gig Market_500.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,"VIDEO, OOL",Entertainment Preferred,234.94,"Gig Market_500.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Business Basic,200.84999999999997,"Gig Market_500.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Business Choice,213.89,"Gig Market_500.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Business Value,253.79999999999998,"Gig Market_500.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Business Preferred,273.75,"Gig Market_500.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Entertainment Basic,200.89,"Gig Market_500.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Entertainment Value,239.89,"Gig Market_500.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,249.89,"Gig Market_500.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,,PROMOTION: AMEX Gift Card,,Gig Market_500.0_2P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,,PROMOTION: AMEX Gift Card,,Gig Market_500.0_3P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,,PROMOTION: Amazon Gift Card,,Gig Market_500.0_2P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,,PROMOTION: Amazon Gift Card,,Gig Market_500.0_3P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,,PROMOTION:Visa Gift Card,-200.0,Gig Market_500.0_2P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,,PROMOTION:Visa Gift Card,-200.0,Gig Market_500.0_3P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,500.0,2P,,PROMOTION: Business Premier Protection & Support,,Gig Market_500.0_2P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Gig Market,500.0,3P,,PROMOTION: Business Premier Protection & Support,,Gig Market_500.0_3P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Gig Market,940.0,1P,OOL,,299.95,Gig Market_940.0_1P_OOL_
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"OOL, OV",,294.9,"Gig Market_940.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Business Basic,325.9,"Gig Market_940.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Business Choice,338.94,"Gig Market_940.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Business Value,378.85,"Gig Market_940.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Business Preferred,398.79999999999995,"Gig Market_940.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Entertainment Basic,325.94,"Gig Market_940.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Entertainment Value,364.94,"Gig Market_940.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,"VIDEO, OOL",Entertainment Preferred,374.94,"Gig Market_940.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Business Basic,340.84999999999997,"Gig Market_940.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Business Choice,353.89,"Gig Market_940.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Business Value,393.79999999999995,"Gig Market_940.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Business Preferred,413.75,"Gig Market_940.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Entertainment Basic,340.89,"Gig Market_940.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Entertainment Value,379.89,"Gig Market_940.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,389.89,"Gig Market_940.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,,PROMOTION: AMEX Gift Card,,Gig Market_940.0_2P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,,PROMOTION: AMEX Gift Card,,Gig Market_940.0_3P__PROMOTION: AMEX Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,,PROMOTION: Amazon Gift Card,,Gig Market_940.0_2P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,,PROMOTION: Amazon Gift Card,,Gig Market_940.0_3P__PROMOTION: Amazon Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,,PROMOTION:Visa Gift Card,-300.0,Gig Market_940.0_2P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,,PROMOTION:Visa Gift Card,-300.0,Gig Market_940.0_3P__PROMOTION:Visa Gift Card
2021-04-04,Suddenlink Business ,Gig Market,940.0,2P,,PROMOTION: Business Premier Protection & Support,,Gig Market_940.0_2P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Gig Market,940.0,3P,,PROMOTION: Business Premier Protection & Support,,Gig Market_940.0_3P__PROMOTION: Business Premier Protection & Support
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,0.768,1P,OOL,Dynamic,49.95,Non-Gig/Limited Access_0.768_1P_OOL_Dynamic
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,1.0,1P,OOL,Express,66.95,Non-Gig/Limited Access_1.0_1P_OOL_Express
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,3.0,1P,OOL,Workplace Express,74.95,Non-Gig/Limited Access_3.0_1P_OOL_Workplace Express
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,3.0,1P,OOL,Dynamic +,39.95,Non-Gig/Limited Access_3.0_1P_OOL_Dynamic +
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,6.0,1P,OOL,Workplace,79.95,Non-Gig/Limited Access_6.0_1P_OOL_Workplace
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,8.0,1P,OOL,Wprkplace +,74.95,Non-Gig/Limited Access_8.0_1P_OOL_Wprkplace +
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,8.0,1P,OOL,Pro,139.95,Non-Gig/Limited Access_8.0_1P_OOL_Pro
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,10.0,1P,OOL,Pro +,129.95,Non-Gig/Limited Access_10.0_1P_OOL_Pro +
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,12.0,1P,OOL,Advanced,209.95,Non-Gig/Limited Access_12.0_1P_OOL_Advanced
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,1P,OOL,Advanced +,29.95,Non-Gig/Limited Access_15.0_1P_OOL_Advanced +
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Business Basic,65.9,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Business Choice,78.94,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Business Value,118.85000000000001,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Business Preferred,138.79999999999998,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Entertainment Basic,65.94,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Entertainment Value,104.94,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,15.0,2P,"VIDEO, OOL",Entertainment Preferred,114.94,"Non-Gig/Limited Access_15.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,1P,OOL,Premier,39.95,Non-Gig/Limited Access_20.0_1P_OOL_Premier
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,1P,OOL,Premier +,,Non-Gig/Limited Access_20.0_1P_OOL_Premier +
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Business Basic,75.9,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Business Choice,88.94,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Business Value,128.85000000000002,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Business Preferred,148.8,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Entertainment Basic,75.94,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Entertainment Value,114.94,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,20.0,2P,"VIDEO, OOL",Entertainment Preferred,124.94,"Non-Gig/Limited Access_20.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,1P,OOL,,39.95,Non-Gig/Limited Access_30.0_1P_OOL_
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Business Basic,75.9,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Business Choice,88.94,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Business Value,128.85000000000002,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Business Preferred,148.8,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Entertainment Basic,75.94,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Entertainment Value,114.94,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,30.0,2P,"VIDEO, OOL",Entertainment Preferred,124.94,"Non-Gig/Limited Access_30.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,1P,OOL,Extreme,349.95,Non-Gig/Limited Access_50.0_1P_OOL_Extreme
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Business Basic,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Business Choice,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Business Value,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Business Preferred,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Entertainment Basic,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Entertainment Value,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Non-Gig/Limited Access,50.0,2P,"VIDEO, OOL",Entertainment Preferred,,"Non-Gig/Limited Access_50.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,1P,OOL,,64.95,Pre-Gig Market_50.0_1P_OOL_
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"OOL, OV",,59.900000000000006,"Pre-Gig Market_50.0_2P_OOL, OV_"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Business Basic,90.9,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Business Basic"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Business Choice,103.94,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Business Choice"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Business Value,143.85000000000002,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Business Value"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Business Preferred,163.8,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Business Preferred"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Entertainment Basic,90.94,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Entertainment Basic"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Entertainment Value,129.94,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Entertainment Value"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,2P,"VIDEO, OOL",Entertainment Preferred,139.94,"Pre-Gig Market_50.0_2P_VIDEO, OOL_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Business Basic,105.85000000000001,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Business Basic"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Business Choice,118.89000000000001,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Business Choice"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Business Value,158.8,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Business Value"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Business Preferred,178.75,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Business Preferred"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Entertainment Basic,105.89000000000001,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Entertainment Basic"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Entertainment Value,144.89,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Entertainment Value"
2021-04-04,Suddenlink Business ,Pre-Gig Market,50.0,3P,"VIDEO, OOL, OV",Entertainment Preferred,154.89,"Pre-Gig Market_50.0_3P_VIDEO, OOL, OV_Entertainment Preferred"
2021-04-04,Suddenlink Business ,Pre-Gig Market,100.0,1P,OOL,,104.94999999999999,Pre-Gig Market_100.0_1P_OOL_
2021-04-04,Suddenlink Business ,Pre-Gig Market,100.0,2P,"OOL, OV",,99.89999999999999,"Pre-Gig Market_100.0_2P_OOL, OV_"
